Filippino Word,English Word,Pronunciation,Example Context,Example English,Survival,Difficulty Level,Icon,Audio Link,Real Audio
Gisingin, Wake up, gi-si-ngin, Gisingin mo ako ng maaga bukas., Wake me up early tomorrow.,,3,🟠,https://example.com/audio/tagalog/gisingin.mp3,./tagalog_audio/gisingin.mp3
Gitna, Middle, git-na, Nasa gitna ng mesa ang libro., The book is in the middle of the table.,,3,🟠,https://example.com/audio/tagalog/gitna.mp3,./tagalog_audio/gitna.mp3
Guhit, Line/Drawing, gu-hit, Gumuhit siya ng magandang larawan., He drew a beautiful picture.,,3,🟠,https://example.com/audio/tagalog/guhit.mp3,./tagalog_audio/guhit.mp3
Gulay, Vegetables, gu-lay,,,1.0,3,🟠,https://example.com/audio/tagalog/gulay.mp3,./tagalog_audio/gulay.mp3
Gumagalaw, Moving, gu-ma-ga-law, Gumagalaw ang ulap sa langit., The clouds are moving in the sky.,,3,🟠,https://example.com/audio/tagalog/gumagalaw.mp3,./tagalog_audio/gumagalaw.mp3
Gumagana, Working, gu-ma-ga-na, Gumagana nang maayos ang telepono ko., My phone is working properly.,,2,🟡,https://example.com/audio/tagalog/gumagana.mp3,./tagalog_audio/gumagana.mp3
Gumamit, Use, gu-ma-mit, Gumamit siya ng lapis sa pagsusulat., He used a pencil for writing.,,3,🟠,https://example.com/audio/tagalog/gumamit.mp3,./tagalog_audio/gumamit.mp3
Gumawa, Create, gu-ma-wa, Gumawa siya ng magandang kanta., He created a beautiful song.,,3,🟠,https://example.com/audio/tagalog/gumawa.mp3,./tagalog_audio/gumawa.mp3
Gumising, Wake up, gu-mi-sing, Gumising siya ng maaga., He woke up early.,,3,🟠,https://example.com/audio/tagalog/gumising.mp3,./tagalog_audio/gumising.mp3
Gumuhit, Draw, gu-mu-hit, Gumuhit siya ng magandang tanawin., He drew a beautiful scenery.,,3,🟠,https://example.com/audio/tagalog/gumuhit.mp3,./tagalog_audio/gumuhit.mp3
Gumulong, Roll, gu-mu-long, Gumulong ang bola sa sahig., The ball rolled on the floor.,,3,🟠,https://example.com/audio/tagalog/gumulong.mp3,./tagalog_audio/gumulong.mp3
Gupit, Haircut, gu-pit, Nagpagupit siya kahapon., He got a haircut yesterday.,,3,🟠,https://example.com/audio/tagalog/gupit.mp3,./tagalog_audio/gupit.mp3
Gupitin, Cut, gu-pi-tin, Gupitin mo ang papel sa tamang sukat., Cut the paper to the correct size.,,3,🟠,https://example.com/audio/tagalog/gupitin.mp3,./tagalog_audio/gupitin.mp3
Guro, Teacher, gu-ro,,,1.0,1,🟢,https://example.com/audio/tagalog/guro.mp3,./tagalog_audio/guro.mp3
Gusali, Building, gu-sa-li, Malaki ang gusali sa lungsod., The building in the city is big.,,3,🟠,https://example.com/audio/tagalog/gusali.mp3,./tagalog_audio/gusali.mp3
Gutom,Hunger,gu-tom, Nakaramdam siya ng gutom pagkatapos magtrabaho., He felt hungry after working.,1.0,3,🟠,https://example.com/audio/tagalog/gutom.mp3,./tagalog_audio/gutom.mp3
Habang, While, ha-bang, Habang kumakain -  nanonood kami ng TV., While eating - we watched TV.,,3,🟠,https://example.com/audio/tagalog/habang.mp3,./tagalog_audio/habang.mp3
Hagdan, Stairs, hag-dan, Umakyat siya sa hagdan., He climbed the stairs.,,3,🟠,https://example.com/audio/tagalog/hagdan.mp3,./tagalog_audio/hagdan.mp3
Hagis, Throw, ha-gis, Huwag mong ihagis ang bola sa loob ng bahay., Don't throw the ball inside the house.,,3,🟠,https://example.com/audio/tagalog/hagis.mp3,./tagalog_audio/hagis.mp3
Halaman, Plant, ha-la-man, Maraming halaman sa hardin., There are many plants in the garden.,,3,🟠,https://example.com/audio/tagalog/halaman.mp3,./tagalog_audio/halaman.mp3
Halik, Kiss, ha-lik, Binigyan siya ng halik ng kanyang ina., His mother gave him a kiss.,,3,🟠,https://example.com/audio/tagalog/halik.mp3,./tagalog_audio/halik.mp3
Hamon, Challenge, ha-mon, Tinanggap niya ang hamon ng laro., He accepted the challenge of the game.,,3,🟠,https://example.com/audio/tagalog/hamon.mp3,./tagalog_audio/hamon.mp3
Hampas, Hit, ham-pas, Huwag mong hampasin ang mesa., Don't hit the table.,,3,🟠,https://example.com/audio/tagalog/hampas.mp3,./tagalog_audio/hampas.mp3
Handa, Ready, han-da, Handa na akong umalis., I am ready to leave.,,3,🟠,https://example.com/audio/tagalog/handa.mp3,./tagalog_audio/handa.mp3
Hangin, Wind, ha-ngin, Malakas ang hangin sa tabing-dagat., The wind is strong by the shore.,,3,🟠,https://example.com/audio/tagalog/hangin.mp3,./tagalog_audio/hangin.mp3
Hapon, Afternoon, ha-pon, Magkita tayo mamayang hapon., Let's meet this afternoon.,,3,🟠,https://example.com/audio/tagalog/hapon.mp3,./tagalog_audio/hapon.mp3
Hapunan, Dinner, ha-pu-nan, Masarap ang hapunan namin., Our dinner was delicious.,,3,🟠,https://example.com/audio/tagalog/hapunan.mp3,./tagalog_audio/hapunan.mp3
Harap, Front, ha-rap,,,1.0,3,🟠,https://example.com/audio/tagalog/harap.mp3,./tagalog_audio/harap.mp3
Hati, Half, ha-ti, Hinati niya ang tinapay sa dalawa., He divided the bread into two.,,1,🟢,https://example.com/audio/tagalog/hati.mp3,./tagalog_audio/hati.mp3
Hatinggabi, Midnight, ha-ting-ga-bi, Natulog siya bago maghatinggabi., He slept before midnight.,,3,🟠,https://example.com/audio/tagalog/hatinggabi.mp3,./tagalog_audio/hatinggabi.mp3
Hawak, Hold, ha-wak, Hawakan mong mabuti ang bag mo., Hold your bag tightly.,1.0,3,🟠,https://example.com/audio/tagalog/hawak.mp3,./tagalog_audio/hawak.mp3
Higa, Lie down, hi-ga, Higa ka muna at magpahinga., Lie down and rest for a while.,1.0,1,🟢,https://example.com/audio/tagalog/higa.mp3,./tagalog_audio/higa.mp3
Himig, Tune, hi-mig, Maganda ang himig ng awitin., The tune of the song is beautiful.,,3,🟠,https://example.com/audio/tagalog/himig.mp3,./tagalog_audio/himig.mp3
Hina, Weakness, hi-na, Ramdam niya ang hina ng kanyang katawan., He feels the weakness of his body.,,1,🟢,https://example.com/audio/tagalog/hina.mp3,./tagalog_audio/hina.mp3
Hinang, Welding, hi-nang, Hinangin ang bakal upang pagdugtungin., The metal was welded together.,,3,🟠,https://example.com/audio/tagalog/hinang.mp3,./tagalog_audio/hinang.mp3
Hindi, No, hin-di, Hindi ako makakapunta ngayon., I can't come today.,1.0,3,🟠,https://example.com/audio/tagalog/hindi.mp3,./tagalog_audio/hindi.mp3
Hinila, Pulled, hi-ni-la, Hinila niya ang lubid nang malakas., He pulled the rope hard.,,3,🟠,https://example.com/audio/tagalog/hinila.mp3,./tagalog_audio/hinila.mp3
Hinog, Ripe, hi-nog, Hinog na ang mangga., The mango is ripe.,,3,🟠,https://example.com/audio/tagalog/hinog.mp3,./tagalog_audio/hinog.mp3
Hinto, Stop, hin-to, Hinto ka sa tawiran., Stop at the pedestrian lane.,,3,🟠,https://example.com/audio/tagalog/hinto.mp3,./tagalog_audio/hinto.mp3
Hubog, Shape, hu-bog, Maganda ang hubog ng buwan ngayong gabi., The shape of the moon is beautiful tonight.,,3,🟠,https://example.com/audio/tagalog/hubog.mp3,./tagalog_audio/hubog.mp3
Hugas, Wash, hu-gas, Hugasan mo muna ang kamay mo bago kumain., Wash your hands before eating.,,3,🟠,https://example.com/audio/tagalog/hugas.mp3,./tagalog_audio/hugas.mp3
Huli,Late,hoo-li,Nahuli siya sa klase kanina.,He was late for class earlier.,1.0,1,🟢,https://example.com/audio/tagalog/huli.mp3,./tagalog_audio/huli.mp3
Hulog,Fall,hoo-log,Nahulog ang kanyang cellphone sa sahig.,His cellphone fell on the floor.,,3,🟠,https://example.com/audio/tagalog/hulog.mp3,./tagalog_audio/hulog.mp3
Husay, Skill, hu-say, Ipinakita niya ang kanyang husay sa sayaw., He showed his skill in dancing.,,3,🟠,https://example.com/audio/tagalog/husay.mp3,./tagalog_audio/husay.mp3
Huwag, Don't, hu-wag, Huwag mong kalimutan ang susi., Don't forget the key.,,3,🟠,https://example.com/audio/tagalog/huwag.mp3,./tagalog_audio/huwag.mp3
Huwaran, Model, hu-wa-ran, Siya ay isang huwarang mag-aaral., He is an exemplary student.,,3,🟠,https://example.com/audio/tagalog/huwaran.mp3,./tagalog_audio/huwaran.mp3
Huwebes, Thursday, hwe-bes,,,1.0,3,🟠,https://example.com/audio/tagalog/huwebes.mp3,./tagalog_audio/huwebes.mp3
Ibaba, Lower / Down, i-ba-ba, Ibaba mo ang boses mo., Lower your voice.,1.0,3,🟠,https://example.com/audio/tagalog/ibaba.mp3,./tagalog_audio/ibaba.mp3
Ibabaw, Top, i-ba-baw, Nasa ibabaw ng lamesa ang libro., The book is on top of the table.,,3,🟠,https://example.com/audio/tagalog/ibabaw.mp3,./tagalog_audio/ibabaw.mp3
Ibenta, Sell, i-ben-ta, Ibenta mo ang lumang sapatos mo., Sell your old shoes.,,3,🟠,https://example.com/audio/tagalog/ibenta.mp3,./tagalog_audio/ibenta.mp3
Ibon, Bird, i-bon, Lumilipad ang ibon sa langit., The bird is flying in the sky.,,1,🟢,https://example.com/audio/tagalog/ibon.mp3,./tagalog_audio/ibon.mp3
Iboto, Vote, i-bo-to, Iboto mo ang tamang kandidato., Vote for the right candidate.,,3,🟠,https://example.com/audio/tagalog/iboto.mp3,./tagalog_audio/iboto.mp3
Igalang, Respect, i-ga-lang, Dapat igalang natin ang matatanda., We should respect the elderly.,,3,🟠,https://example.com/audio/tagalog/igalang.mp3,./tagalog_audio/igalang.mp3
Igop,Sip,ee-gop,Igop mo ang sopas habang mainit pa.,Sip the soup while it's still hot.,,1,🟢,https://example.com/audio/tagalog/igop.mp3,./tagalog_audio/igop.mp3
Ihanda, Prepare, i-han-da, Ihanda mo ang pagkain bago sila dumating., Prepare the food before they arrive.,,3,🟠,https://example.com/audio/tagalog/ihanda.mp3,./tagalog_audio/ihanda.mp3
Ihi, Urinate, i-hi, Pumunta siya sa banyo para umihi., He went to the bathroom to urinate.,,1,🟢,https://example.com/audio/tagalog/ihi.mp3,./tagalog_audio/ihi.mp3
Ihip, Blow (of wind), i-hip, Malakas ang ihip ng hangin., The wind is blowing strongly.,,1,🟢,https://example.com/audio/tagalog/ihip.mp3,./tagalog_audio/ihip.mp3
Ihiwalay, Separate, i-hi-wa-lay, Ihiwalay ang puti sa de-kulay na damit., Separate the whites from the colored clothes.,,3,🟠,https://example.com/audio/tagalog/ihiwalay.mp3,./tagalog_audio/ihiwalay.mp3
Iikot, Will turn, i-i-kot, Iikot ang mundo kahit anong mangyari., The world will turn no matter what.,,3,🟠,https://example.com/audio/tagalog/iikot.mp3,./tagalog_audio/iikot.mp3
Iinit, Will get hot, i-i-nit, Iinit ang tubig kapag pinakuluan., The water will get hot when boiled.,,3,🟠,https://example.com/audio/tagalog/iinit.mp3,./tagalog_audio/iinit.mp3
Iisa, Only one, i-i-sa, Iisa lang ang natitirang tinapay., Only one piece of bread is left.,,1,🟢,https://example.com/audio/tagalog/iisa.mp3,./tagalog_audio/iisa.mp3
Ikaw, You, i-kaw, Ikaw ba ang nagluto nito?, Did you cook this?,1.0,1,🟢,https://example.com/audio/tagalog/ikaw.mp3,./tagalog_audio/ikaw.mp3
Ikot,Turn,ee-kot,Ikot tayo sa paligid ng parke.,Let's turn around the park.,,1,🟢,https://example.com/audio/tagalog/ikot.mp3,./tagalog_audio/ikot.mp3
Ilag, Dodge, i-lag, Kailangan mong ilag kapag may paparating na bola., You need to dodge when a ball is coming.,,1,🟢,https://example.com/audio/tagalog/ilag.mp3,./tagalog_audio/ilag.mp3
Ilagay, Put, i-la-gay, Ilagay mo ang aklat sa mesa., Put the book on the table.,,3,🟠,https://example.com/audio/tagalog/ilagay.mp3,./tagalog_audio/ilagay.mp3
Ilan, How many, i-lan, Ilan ang gusto mong bilhin?, How many do you want to buy?,,1,🟢,https://example.com/audio/tagalog/ilan.mp3,./tagalog_audio/ilan.mp3
Ilang, Few, i-lang, Ilang beses mo nang sinabi ito?, How many times have you said this?,,3,🟠,https://example.com/audio/tagalog/ilang.mp3,./tagalog_audio/ilang.mp3
Ilaw, Light, i-law, Naka-off ang ilaw sa kwarto., The light in the room is off.,1.0,1,🟢,https://example.com/audio/tagalog/ilaw.mp3,./tagalog_audio/ilaw.mp3
Iligpit, Tidy up, i-lig-pit, Iligpit mo ang iyong laruan., Tidy up your toys.,,3,🟠,https://example.com/audio/tagalog/iligpit.mp3,./tagalog_audio/iligpit.mp3
Ilog, River, i-log, Malawak ang ilog sa aming bayan., The river in our town is wide.,,1,🟢,https://example.com/audio/tagalog/ilog.mp3,./tagalog_audio/ilog.mp3
Ilog-ilog, Stream, i-log i-log, Malinaw ang tubig sa ilog-ilog., The water in the stream is clear.,,3,🟠,https://example.com/audio/tagalog/ilog-ilog.mp3,./tagalog_audio/ilog-ilog.mp3
Imahe,Image,ee-ma-he,Malinaw ang imahe sa camera.,The image on the camera is clear.,,3,🟠,https://example.com/audio/tagalog/imahe.mp3,./tagalog_audio/imahe.mp3
Imbak, Store, im-bak, Nag-imbak kami ng pagkain para sa tag-ulan., We stored food for the rainy season.,,3,🟠,https://example.com/audio/tagalog/imbak.mp3,./tagalog_audio/imbak.mp3
Imbitahan, Invite, im-bi-ta-han, Imbitahan mo sila sa iyong kaarawan., Invite them to your birthday.,,3,🟠,https://example.com/audio/tagalog/imbitahan.mp3,./tagalog_audio/imbitahan.mp3
Imposible, Impossible, im-po-si-ble, Walang imposibleng mangyari kung susubukan., Nothing is impossible if you try.,,3,🟠,https://example.com/audio/tagalog/imposible.mp3,./tagalog_audio/imposible.mp3
Inang, Mother, i-nang, Mahal ko ang aking inang., I love my mother.,,3,🟠,https://example.com/audio/tagalog/inang.mp3,./tagalog_audio/inang.mp3
Ingat, Careful, in-gat, Mag-ingat ka sa daan., Be careful on the road.,,3,🟠,https://example.com/audio/tagalog/ingat.mp3,./tagalog_audio/ingat.mp3
Inip,Bored,ee-nip,Naiinip na ako sa pila.,I'm getting bored in the line.,,1,🟢,https://example.com/audio/tagalog/inip.mp3,./tagalog_audio/inip.mp3
Inom, Drink, i-nom,,,1.0,1,🟢,https://example.com/audio/tagalog/inom.mp3,./tagalog_audio/inom.mp3
Ipis, Cockroach, i-pis, May ipis sa kusina!, There is a cockroach in the kitchen!,,1,🟢,https://example.com/audio/tagalog/ipis.mp3,./tagalog_audio/ipis.mp3
Irog, Beloved, i-rog, Siya ang aking irog., She is my beloved.,,1,🟢,https://example.com/audio/tagalog/irog.mp3,./tagalog_audio/irog.mp3
Isa, One, i-sa,,,1.0,1,🟢,https://example.com/audio/tagalog/isa.mp3,./tagalog_audio/isa.mp3
Isda,Fish,ees-da,Bumili ako ng isda sa palengke.,I bought fish at the market.,1.0,1,🟢,https://example.com/audio/tagalog/isda.mp3,./tagalog_audio/isda.mp3
Istasyon, Station, is-ta-syon,,,1.0,3,🟠,https://example.com/audio/tagalog/istasyon.mp3,./tagalog_audio/istasyon.mp3
Itaas, Up, i-ta-as,,,1.0,3,🟠,https://example.com/audio/tagalog/itaas.mp3,./tagalog_audio/itaas.mp3
Itim,Black,ee-tim,Itim ang kanyang buhok.,His hair is black.,,1,🟢,https://example.com/audio/tagalog/itim.mp3,./tagalog_audio/itim.mp3
Iwas,Avoid,ee-was,Iwasan mong uminom ng malamig na tubig.,Avoid drinking cold water.,,1,🟢,https://example.com/audio/tagalog/iwas.mp3,./tagalog_audio/iwas.mp3
Iyo, Yours, i-yo,,,1.0,1,🟢,https://example.com/audio/tagalog/iyo.mp3,./tagalog_audio/iyo.mp3
Jaketa, Jacket, ja-ke-ta, Suot niya ang makapal na jaketa., He is wearing a thick jacket.,,3,🟠,https://example.com/audio/tagalog/jaketa.mp3,./tagalog_audio/jaketa.mp3
Jalapeno, Jalapeno, ha-la-pe-nyo, Mahilig siya sa maanghang kaya gusto niya ang jalapeño., He likes spicy food so he loves jalapos.,,3,🟠,https://example.com/audio/tagalog/jalapeno.mp3,./tagalog_audio/jalapeno.mp3
Jambol, Jumble, jam-bol, Magulo ang jambol ng kanyang mga gamit., His things are in a jumble.,,3,🟠,https://example.com/audio/tagalog/jambol.mp3,./tagalog_audio/jambol.mp3
Jamboree, Jamboree, jam-bo-ri, Umatend siya ng jamboree ng mga scouts., He attended the scouts' jamboree.,,3,🟠,https://example.com/audio/tagalog/jamboree.mp3,./tagalog_audio/jamboree.mp3
Jamon,Ham,ha-mon,Paborito niyang ulam ang jamon.,His favorite dish is ham.,,3,🟠,https://example.com/audio/tagalog/jamon.mp3,./tagalog_audio/jamon.mp3
Janela,Window,ja-ne-la,Buksan mo ang janela para pumasok ang hangin.,Open the window to let the air in.,,3,🟠,https://example.com/audio/tagalog/janela.mp3,./tagalog_audio/janela.mp3
Japon, Japan, ha-pon, Pupunta siya sa Japon sa susunod na buwan., He will go to Japan next month.,,3,🟠,https://example.com/audio/tagalog/japon.mp3,./tagalog_audio/japon.mp3
Japonika, Japanese persimmon, ha-po-ni-ka, May puno ng japonika sa kanilang bakuran., They have a Japanese persimmon tree in their yard.,,3,🟠,https://example.com/audio/tagalog/japonika.mp3,./tagalog_audio/japonika.mp3
Japonismo, Japanism, ha-po-nis-mo, Nakikita ang japonismo sa kanyang disenyo., Japanism is evident in his design.,,3,🟠,https://example.com/audio/tagalog/japonismo.mp3,./tagalog_audio/japonismo.mp3
Jardin, Garden, jar-din, Maraming bulaklak sa jardin., There are many flowers in the garden.,,3,🟠,https://example.com/audio/tagalog/jardin.mp3,./tagalog_audio/jardin.mp3
Jardinero,Gardener,har-de-ne-ro,Ang jardinero ay nag-aalaga ng mga halaman.,The gardener takes care of the plants.,,3,🟠,https://example.com/audio/tagalog/jardinero.mp3,./tagalog_audio/jardinero.mp3
Jaryo, Newspaper, jar-yo, Nagbabasa siya ng jaryo tuwing umaga., He reads the newspaper every morning.,,3,🟠,https://example.com/audio/tagalog/jaryo.mp3,./tagalog_audio/jaryo.mp3
Jeep, Jeepney, jeep,,,1.0,1,🟢,https://example.com/audio/tagalog/jeep.mp3,./tagalog_audio/jeep.mp3
Jelly, Jelly, je-li, Gusto ng bata ang jelly sa kanyang tinapay., The child likes jelly on his bread.,,3,🟠,https://example.com/audio/tagalog/jelly.mp3,./tagalog_audio/jelly.mp3
Jep, Jeep, jep, Sumakay kami ng jep papunta sa bayan., We rode a jeep to town.,,1,🟢,https://example.com/audio/tagalog/jep.mp3,./tagalog_audio/jep.mp3
Jewel, Jewel, ju-wel, Mahal ang jewel na kanyang binili., The jewel he bought is expensive.,,3,🟠,https://example.com/audio/tagalog/jewel.mp3,./tagalog_audio/jewel.mp3
Jingle, Jingle, jin-gel, Narinig ko ang jingle ng kampanya., I heard the campaign jingle.,,3,🟠,https://example.com/audio/tagalog/jingle.mp3,./tagalog_audio/jingle.mp3
Jirafa, Giraffe, ji-ra-fa, May jirafa sa zoo., There is a giraffe at the zoo.,,3,🟠,https://example.com/audio/tagalog/jirafa.mp3,./tagalog_audio/jirafa.mp3
Joke, Joke, jok, Natawa siya sa kanyang joke., He laughed at his joke.,,1,🟢,https://example.com/audio/tagalog/joke.mp3,./tagalog_audio/joke.mp3
Jota,Dance,ho-ta,Sumayaw siya ng Jota sa pista.,He danced the Jota during the festival.,,1,🟢,https://example.com/audio/tagalog/jota.mp3,./tagalog_audio/jota.mp3
Joya,Jewel,ho-ya,Maganda ang joya na suot niya.,The jewel she is wearing is beautiful.,,1,🟢,https://example.com/audio/tagalog/joya.mp3,./tagalog_audio/joya.mp3
Jugo, Juice, ju-go, Masarap ang jugo ng dalandan., The orange juice is delicious.,,1,🟢,https://example.com/audio/tagalog/jugo.mp3,./tagalog_audio/jugo.mp3
Junta, Meeting, jun-ta, May junta ang mga pinuno mamaya., The leaders have a meeting later.,,3,🟠,https://example.com/audio/tagalog/junta.mp3,./tagalog_audio/junta.mp3
Jurisprudencia, Jurisprudence, ju-ris-pru-den-sya, Nag-aaral siya ng jurisprudencia sa unibersidad., He is studying jurisprudence at the university.,,3,🟠,https://example.com/audio/tagalog/jurisprudencia.mp3,./tagalog_audio/jurisprudencia.mp3
Kabataan, Youth, ka-ba-ta-an, Ang kabataan ay pag-asa ng bayan., The youth is the hope of the nation.,,3,🟠,https://example.com/audio/tagalog/kabataan.mp3,./tagalog_audio/kabataan.mp3
Kabayo, Horse, ka-ba-yo, Sumakay siya sa kabayo sa bukid., He rode a horse in the field.,,3,🟠,https://example.com/audio/tagalog/kabayo.mp3,./tagalog_audio/kabayo.mp3
Kahapon, Yesterday, ka-ha-pon,,,1.0,3,🟠,https://example.com/audio/tagalog/kahapon.mp3,./tagalog_audio/kahapon.mp3
Kahel, Orange (color), ka-hel, Kahel ang kulay ng prutas na ito., The color of this fruit is orange.,,3,🟠,https://example.com/audio/tagalog/kahel.mp3,./tagalog_audio/kahel.mp3
Kahon, Box, ka-hon, Ang kahon ay puno ng laruan., The box is full of toys.,,3,🟠,https://example.com/audio/tagalog/kahon.mp3,./tagalog_audio/kahon.mp3
Kaibigan, Friend, ka-i-bi-gan, Ang aking kaibigan ay mabait., My friend is kind.,1.0,2,🟡,https://example.com/audio/tagalog/kaibigan.mp3,./tagalog_audio/kaibigan.mp3
Kailan, When, kai-lan,,,1.0,3,🟠,https://example.com/audio/tagalog/kailan.mp3,./tagalog_audio/kailan.mp3
