Filippino Word,English Word,Pronunciation,Example Context,Example English,Difficulty Level,Icon,Real Audio,Part of Speech
Joya,Jewel,ho-ya,Maganda ang joya na suot niya.,The jewel she is wearing is beautiful.,1,🟢,./tagalog_audio/joya.mp3,NOUN
Jugo, Juice, ju-go, Masarap ang jugo ng dalandan., The orange juice is delicious.,1,🟢,./tagalog_audio/jugo.mp3,PROPN
Junta, Meeting, jun-ta, May junta ang mga pinuno mamaya., The leaders have a meeting later.,3,🟠,./tagalog_audio/junta.mp3,PROPN
Jurisprudencia, Jurisprudence, ju-ris-pru-den-sya, Nag-aaral siya ng jurisprudencia sa unibersidad., He is studying jurisprudence at the university.,3,🟠,./tagalog_audio/jurisprudencia.mp3,NOUN
Kabataan, Youth, ka-ba-ta-an, Ang kabataan ay pag-asa ng bayan., The youth is the hope of the nation.,3,🟠,./tagalog_audio/kabataan.mp3,PROPN
Kabayo, Horse, ka-ba-yo, Sumakay siya sa kabayo sa bukid., He rode a horse in the field.,3,🟠,./tagalog_audio/kabayo.mp3,NOUN
Kahapon, Yesterday, ka-ha-pon,,,3,🟠,./tagalog_audio/kahapon.mp3,NOUN
Kahel, Orange (color), ka-hel, Kahel ang kulay ng prutas na ito., The color of this fruit is orange.,3,🟠,./tagalog_audio/kahel.mp3,PROPN
Kahon, Box, ka-hon, Ang kahon ay puno ng laruan., The box is full of toys.,3,🟠,./tagalog_audio/kahon.mp3,PROPN
Kaibigan, Friend, ka-i-bi-gan, Ang aking kaibigan ay mabait., My friend is kind.,2,🟡,./tagalog_audio/kaibigan.mp3,NOUN
Kailan, When, kai-lan,,,3,🟠,./tagalog_audio/kailan.mp3,SCONJ
Kailangan, Need, kai-la-ngan, Kailangan mong kumain ng masustansya., You need to eat healthy food.,3,🟠,./tagalog_audio/kailangan.mp3,VERB
Kain, Eat, ka-in,,,1,🟢,./tagalog_audio/kain.mp3,VERB
Kalabasa, Pumpkin, ka-la-ba-sa, Mahilig siya sa kalabasa., He likes pumpkin.,3,🟠,./tagalog_audio/kalabasa.mp3,PROPN
Kalamansi, Calamansi, ka-la-man-si, Gumamit siya ng kalamansi sa pagluluto., He used calamansi in cooking.,3,🟠,./tagalog_audio/kalamansi.mp3,PROPN
Kalapati, Dove, ka-la-pa-ti, May puting kalapati sa simbahan., There is a white dove in the church.,3,🟠,./tagalog_audio/kalapati.mp3,PROPN
Kaliwa, Left, ka-li-wa,,,3,🟠,./tagalog_audio/kaliwa.mp3,VERB
Kalsada, Road, kal-sa-da, Maluwag ang kalsada tuwing umaga., The road is clear in the morning.,3,🟠,./tagalog_audio/kalsada.mp3,PROPN
Kalsonilyo, Underwear, kal-so-nil-yo, Bumili siya ng bagong kalsonilyo., He bought new underwear.,3,🟠,./tagalog_audio/kalsonilyo.mp3,PROPN
Kalye, Street, kal-ye, Maraming tao sa kalye., There are many people on the street.,3,🟠,./tagalog_audio/kalye.mp3,PROPN
Kama,Bed,ka-ma,Malambot ang kama niya.,His bed is soft.,1,🟢,./tagalog_audio/kama.mp3,PROPN
Kami, We (excluding listener), ka-mi,,,1,🟢,./tagalog_audio/kami.mp3,PRON
Kanan, Right, ka-nan,,,3,🟠,./tagalog_audio/kanan.mp3,ADV
Kanila, Theirs, ka-ni-la,,,3,🟠,./tagalog_audio/kanila.mp3,PROPN
Kanin, Rice, ka-nin,,,3,🟠,./tagalog_audio/kanin.mp3,PROPN
Kanta,Song,kan-ta,Maganda ang kanta sa radyo.,The song on the radio is beautiful.,3,🟠,./tagalog_audio/kanta.mp3,NOUN
Kapatid, Sibling, ka-pa-tid, Masaya akong kasama ang aking kapatid., I am happy when I am with my sibling.,3,🟠,./tagalog_audio/kapatid.mp3,PROPN
Kape, Coffee, ka-pe, Umiinom siya ng kape tuwing umaga., He drinks coffee every morning.,1,🟢,./tagalog_audio/kape.mp3,PROPN
Karne, Meat, kar-ne,,,3,🟠,./tagalog_audio/karne.mp3,NOUN
Kasama, Companion, ka-sa-ma, Siya ang aking kasama sa trabaho., He is my companion at work.,3,🟠,./tagalog_audio/kasama.mp3,NOUN
Kaso, Case, ka-so, Sinusuri ng abogado ang kaso., The lawyer is reviewing the case.,1,🟢,./tagalog_audio/kaso.mp3,NOUN
Katawan, Body, ka-ta-wan, Mahalaga ang pag-aalaga ng katawan., Taking care of the body is important.,3,🟠,./tagalog_audio/katawan.mp3,PROPN
Kayo, You (plural/formal), ka-yo,,,1,🟢,./tagalog_audio/kayo.mp3,PRON
Kendi, Candy, ken-di, Mahilig siya sa kendi., He likes candy.,3,🟠,./tagalog_audio/kendi.mp3,PROPN
Kisame,Ceiling,ki-sa-me,Mataas ang kisame sa bahay nila.,The ceiling in their house is high.,3,🟠,./tagalog_audio/kisame.mp3,NOUN
Ko, My, ko, Ito ang paborito kong pagkain., This is my favorite food.,1,🟢,./tagalog_audio/ko.mp3,PRON
Kotche, Car, kot-che,,,3,🟠,./tagalog_audio/kotche.mp3,NOUN
Kotse,Car,kot-se,Bumili siya ng bagong kotse.,He bought a new car.,3,🟠,./tagalog_audio/kotse.mp3,NOUN
Kubo, Hut, ku-bo, Nakatira sila sa isang maliit na kubo., They live in a small hut.,1,🟢,./tagalog_audio/kubo.mp3,PROPN
Kuha, Get, ku-ha,,,1,🟢,./tagalog_audio/kuha.mp3,VERB
Kulay, Color, ku-lay, Maganda ang kulay ng langit., The color of the sky is beautiful.,3,🟠,./tagalog_audio/kulay.mp3,PROPN
Kumusta, How are you?, ku-mus-ta, Kumusta ka na?, How are you?,3,🟠,./tagalog_audio/kumusta.mp3,SCONJ
Kuryente, Electricity, ku-ryen-te, Mahalaga ang kuryente sa bahay., Electricity is important in the house.,3,🟠,./tagalog_audio/kuryente.mp3,PROPN
Kutsara, Spoon, kut-sa-ra, Gamitin mo ang kutsara sa pagkain., Use the spoon for eating.,3,🟠,./tagalog_audio/kutsara.mp3,VERB
Kuwaderno, Notebook, ku-wa-der-no, Nagsusulat siya sa kanyang kuwaderno., He is writing in his notebook.,3,🟠,./tagalog_audio/kuwaderno.mp3,NOUN
Kuwento, Story, ku-wen-to, Mahaba ang kuwento niya tungkol sa bakasyon., His story about the vacation is long.,3,🟠,./tagalog_audio/kuwento.mp3,PROPN
Laban, Fight, la-ban, Huwag kang sumuko sa laban ng buhay., Don't give up in the fight of life.,3,🟠,./tagalog_audio/laban.mp3,PROPN
Labi, Lips, la-bi, Mapula ang labi niya., Her lips are red.,1,🟢,./tagalog_audio/labi.mp3,PROPN
Labimpito, Seventeen, la-bim-pi-to,,,3,🟠,./tagalog_audio/labimpito.mp3,PROPN
Labindalawa, Twelve, la-bin-da-la-wa,,,3,🟠,./tagalog_audio/labindalawa.mp3,PROPN
Labing-anim, Sixteen, la-bing-a-nim,,,3,🟠,./tagalog_audio/labing-anim.mp3,PROPN
Labing-apat, Fourteen, la-bing-a-pat,,,3,🟠,./tagalog_audio/labing-apat.mp3,NUM
Labing-isa, Eleven, la-bing-i-sa,,,3,🟠,./tagalog_audio/labing-isa.mp3,PROPN
Labingwalo, Eighteen, la-bing-wa-lo,,,3,🟠,./tagalog_audio/labingwalo.mp3,PROPN
Labinlima, Fifteen, la-bin-li-ma,,,3,🟠,./tagalog_audio/labinlima.mp3,NUM
Labinsiyam, Nineteen, la-bin-si-yam,,,3,🟠,./tagalog_audio/labinsiyam.mp3,NUM
Labintatlo, Thirteen, la-bin-tat-lo,,,3,🟠,./tagalog_audio/labintatlo.mp3,PROPN
Labis, Too much, la-bis, Huwag kang labis na mag-alala., Don't worry too much.,3,🟠,./tagalog_audio/labis.mp3,ADV
Lakad, Trip, la-kad, May lakad kami bukas papuntang dagat., We have a trip tomorrow to the beach.,3,🟠,./tagalog_audio/lakad.mp3,NOUN
Lakas, Strength, la-kas, Malakas siya sa pagbubuhat., He is strong in lifting weights.,3,🟠,./tagalog_audio/lakas.mp3,PROPN
Lalaki, Man, la-la-ki, Ang lalaki ay matipuno at matapang., The man is strong and brave.,3,🟠,./tagalog_audio/lalaki.mp3,PROPN
Lamang, Only, la-mang, Isa lamang ang natitirang tiket., Only one ticket is left.,3,🟠,./tagalog_audio/lamang.mp3,ADV
Lamesa,Table,la-me-sa,Malinis ang lamesa.,The table is clean.,3,🟠,./tagalog_audio/lamesa.mp3,NOUN
Lango, Drunk, la-ngo, Lango siya matapos uminom ng alak., He is drunk after drinking alcohol.,3,🟠,./tagalog_audio/lango.mp3,PROPN
Lapad, Wide, la-pad, Lapad ang kanyang balikat., His shoulders are wide.,3,🟠,./tagalog_audio/lapad.mp3,ADV
Lapit, Near, la-pit, Malapit lang ang tindahan sa amin., The store is near us.,3,🟠,./tagalog_audio/lapit.mp3,ADV
Laro, Game, la-ro, Masaya ang laro namin sa labas., Our game outside is fun.,1,🟢,./tagalog_audio/laro.mp3,PROPN
Lasa, Taste, la-sa, Masarap ang lasa ng ulam., The dish tastes delicious.,1,🟢,./tagalog_audio/lasa.mp3,PROPN
Lata,Can,la-ta,May lamang gatas ang lata.,The can contains milk.,1,🟢,./tagalog_audio/lata.mp3,AUX
Lawa, Lake, la-wa, Malawak ang lawa sa bayan nila., The lake in their town is wide.,1,🟢,./tagalog_audio/lawa.mp3,PROPN
Laya, Freedom, la-ya, Mahalaga ang laya ng bawat isa., Freedom is important for everyone.,1,🟢,./tagalog_audio/laya.mp3,PROPN
Layon, Purpose, la-yon, Ano ang layon ng iyong plano?, What is the purpose of your plan?,3,🟠,./tagalog_audio/layon.mp3,PROPN
Libreng,Free,li-breng,Libreng pagkain sa handaan.,There is free food at the feast.,3,🟠,./tagalog_audio/libreng.mp3,ADJ
Ligaya, Happiness, li-ga-ya, Ang ligaya ng pamilya ay mahalaga., Family happiness is important.,3,🟠,./tagalog_audio/ligaya.mp3,NOUN
Ligtas, Safe, lig-tas,,,3,🟠,./tagalog_audio/ligtas.mp3,ADJ
Lihim, Secret, li-him, May lihim siyang sinabi sa akin., He told me a secret.,3,🟠,./tagalog_audio/lihim.mp3,ADJ
Likod, Back, li-kod,,,3,🟠,./tagalog_audio/likod.mp3,ADV
Lima, Five, li-ma,,,1,🟢,./tagalog_audio/lima.mp3,NUM
Linaw, Clarity, li-naw, Napakalinaw ng tubig sa ilog., The water in the river is very clear.,3,🟠,./tagalog_audio/linaw.mp3,PROPN
Linggo, Sunday/Week, ling-go, Linggo ang araw ng pahinga., Sunday is a day of rest.,3,🟠,./tagalog_audio/linggo.mp3,PROPN
Litrato, Picture, li-tra-to, Kinuha niya ang litrato namin., He took our picture.,3,🟠,./tagalog_audio/litrato.mp3,PROPN
Lobo, Balloon, lo-bo, May pulang lobo ang bata., The child has a red balloon.,1,🟢,./tagalog_audio/lobo.mp3,PROPN
Lola, Grandmother, lo-la,,,1,🟢,./tagalog_audio/lola.mp3,PROPN
Lolo, Grandfather, lo-lo,,,1,🟢,./tagalog_audio/lolo.mp3,PROPN
Luha, Tears, lu-ha, Pumatak ang kanyang luha dahil sa saya., Her tears fell because of happiness.,1,🟢,./tagalog_audio/luha.mp3,NOUN
Lukso, Jump, luk-so, Mataas ang kanyang lukso sa paligsahan., His jump in the competition was high.,3,🟠,./tagalog_audio/lukso.mp3,VERB
Luma, Old, lu-ma, Luma na ang kanyang sapatos., His shoes are old.,1,🟢,./tagalog_audio/luma.mp3,PROPN
Lunes, Monday, lu-nes,,,3,🟠,./tagalog_audio/lunes.mp3,PROPN
Lupa, Earth, lu-pa, Ang lupa ay bilog., The earth is round.,1,🟢,./tagalog_audio/lupa.mp3,PROPN
Lutong, Cooked, lu-tong, Lutong-luto na ang manok., The chicken is well-cooked.,3,🟠,./tagalog_audio/lutong.mp3,VERB
Maaari, May/Can, ma-a-a-ri, Maaari ba kitang tulungan?, May I help you?,3,🟠,./tagalog_audio/maaari.mp3,PROPN
Maaga, Early, ma-a-ga,,,3,🟠,./tagalog_audio/maaga.mp3,ADV
Mabagal, Slow, ma-ba-gal, Mabagal ang takbo ng tren., The train is running slow.,3,🟠,./tagalog_audio/mabagal.mp3,ADJ
Mabait, Kind, ma-ba-it, Mabait siya sa kanyang mga kaibigan., He is kind to his friends.,3,🟠,./tagalog_audio/mabait.mp3,ADV
Mabango, Fragrant, ma-ba-ngo, Mabango ang bulaklak sa hardin., The flowers in the garden are fragrant.,3,🟠,./tagalog_audio/mabango.mp3,PROPN
Mabigat,Heavy,ma-bi-gat,Mabigat ang bag ko ngayon.,My bag is heavy today.,3,🟠,./tagalog_audio/mabigat.mp3,ADJ
Mabilis, Fast, ma-bi-lis, Mabilis siyang tumakbo., He runs fast.,3,🟠,./tagalog_audio/mabilis.mp3,ADV
Mabuhay, Long live/Welcome, ma-bu-hay, Mabuhay ang Pilipinas!, Long live the Philippines!,3,🟠,./tagalog_audio/mabuhay.mp3,ADV
Mabuti, Good/Well, ma-bu-ti, Mabuti naman ako  salamat!, I'm doing well -  thank you!,3,🟠,./tagalog_audio/mabuti.mp3,ADJ
Madumi, Dirty, ma-du-mi,,,3,🟠,./tagalog_audio/madumi.mp3,PROPN
Maganda, Beautiful, ma-gan-da, Maganda ang tanawin sa bundok., The view in the mountain is beautiful.,3,🟠,./tagalog_audio/maganda.mp3,ADJ
Magandang, Good (used in greetings), ma-gan-dang, Magandang panimula ang bawat umaga., Every morning is a good start.,3,🟠,./tagalog_audio/magandang.mp3,PROPN
Magandang araw, Good day, ma-gan-dang a-raw, Magandang araw sa inyong lahat!, Good day to all of you!,3,🟠,./tagalog_audio/magandang_araw.mp3,ADJ
Magandang gabi, Good evening, ma-gan-dang ga-bi, matulog ka nang mahimbing., Good evening -  sleep well.,2,🟡,./tagalog_audio/magandang_gabi.mp3,ADJ
Magandang hapon, Good afternoon, ma-gan-dang ha-pon, Magandang hapon, Good afternoon,3,🟠,./tagalog_audio/magandang_hapon.mp3,ADJ
Magandang tanghali, Good noon, ma-gan-dang tang-ha-li, Magandang tanghali! Kumain ka na ba?, Good noon! Have you eaten?,3,🟠,./tagalog_audio/magandang_tanghali.mp3,ADJ
Magandang umaga, Good morning, ma-gan-dang u-ma-ga, Magandang umaga, Good morning,2,🟡,./tagalog_audio/magandang_umaga.mp3,ADJ
Mag-aral, Study, mag-a-ral, Mag-aral kang mabuti., Study well.,3,🟠,./tagalog_audio/mag-aral.mp3,NOUN
Magbasa, Read, mag-ba-sa, Mahilig siyang magbasa ng libro., He loves reading books.,3,🟠,./tagalog_audio/magbasa.mp3,VERB
Maghanda, Prepare, mag-han-da, Maghanda ka para sa iyong pagsusulit., Prepare for your exam.,3,🟠,./tagalog_audio/maghanda.mp3,VERB
Maghintay, Wait, mag-hin-tay, Maghintay ka sandali., Wait for a moment.,2,🟡,./tagalog_audio/maghintay.mp3,VERB
Mag-ingat, Be careful, mag-in-gat, Mag-ingat ka sa daan., Be careful on the road.,3,🟠,./tagalog_audio/mag-ingat.mp3,AUX
Magkano,How much,mag-ka-no,Magkano ang isang kilo ng bigas?,How much is a kilo of rice?,3,🟠,./tagalog_audio/magkano.mp3,SCONJ
Maglinis, Clean, mag-li-nis, Maglinis tayo ng bahay ngayong umaga., Let's clean the house this morning.,3,🟠,./tagalog_audio/maglinis.mp3,ADJ
Magluto, Cook, mag-lu-to, Marunong siyang magluto ng adobo., He knows how to cook adobo.,3,🟠,./tagalog_audio/magluto.mp3,PROPN
Magsulat, Write, mag-su-lat, Magsulat ka ng liham para kay Nanay., Write a letter for Mom.,3,🟠,./tagalog_audio/magsulat.mp3,PROPN
Magtrabaho, Work, mag-tra-ba-ho, Magtrabaho tayo nang maayos., Let's work properly.,2,🟡,./tagalog_audio/magtrabaho.mp3,VERB
Mahaba, Long, ma-ha-ba,,,3,🟠,./tagalog_audio/mahaba.mp3,ADV
Mahal, Expensive, ma-hal,,,3,🟠,./tagalog_audio/mahal.mp3,ADJ
Mahalaga, Important, ma-ha-la-ga, Mahalaga ang edukasyon sa buhay., Education is important in life.,3,🟠,./tagalog_audio/mahalaga.mp3,ADJ
Mahina, Weak, ma-hi-na, Mahina ang kanyang katawan., His body is weak.,3,🟠,./tagalog_audio/mahina.mp3,ADJ
Maikli, Short, ma-ik-li,,,3,🟠,./tagalog_audio/maikli.mp3,ADJ
Mainit, Hot, ma-i-nit,,,3,🟠,./tagalog_audio/mainit.mp3,PROPN
Malakas, Strong, ma-la-kas, Malakas ang ulan kagabi., The rain was strong last night.,3,🟠,./tagalog_audio/malakas.mp3,ADJ
Malaki, Big, ma-la-ki, Malaki ang bahay nila., Their house is big.,3,🟠,./tagalog_audio/malaki.mp3,ADJ
Malamig,Cold,ma-la-mig,Malamig ang panahon ngayon.,The weather is cold today.,3,🟠,./tagalog_audio/malamig.mp3,ADJ
Malapit, Near, ma-la-pit, Malapit lang ang palengke sa amin., The market is near us.,3,🟠,./tagalog_audio/malapit.mp3,ADV
Malasakit, Concern, ma-la-sa-kit, May malasakit siya sa kanyang pamilya., He has concern for his family.,3,🟠,./tagalog_audio/malasakit.mp3,NOUN
Malayo, Far, ma-la-yo, Malayo ang bahay nila mula dito., Their house is far from here.,3,🟠,./tagalog_audio/malayo.mp3,ADV
Mali,Wrong,ma-li,Mali ang sagot mo sa tanong.,Your answer to the question is wrong.,1,🟢,./tagalog_audio/mali.mp3,ADJ
Maliit, Small, ma-li-it, Maliit ang sapatos ko., My shoes are small.,3,🟠,./tagalog_audio/maliit.mp3,ADJ
Malinis,Clean,ma-li-nis,Malinis ang kwarto niya.,His room is clean.,3,🟠,./tagalog_audio/malinis.mp3,ADJ
Mall, Mall, mall,,,1,🟢,./tagalog_audio/mall.mp3,PROPN
Malungkot, Sad, ma-lung-kot,,,2,🟡,./tagalog_audio/malungkot.mp3,NOUN
Mamaya, Later, ma-ma-ya,,,3,🟠,./tagalog_audio/mamaya.mp3,ADV
Manok, Chicken, ma-nok,,,3,🟠,./tagalog_audio/manok.mp3,PROPN
Mantika, Cooking oil, man-ti-ka,,,3,🟠,./tagalog_audio/mantika.mp3,PROPN
Maraming, Many/A lot, ma-ra-ming, Maraming tao sa palengke ngayon., There are many people at the market today.,3,🟠,./tagalog_audio/maraming.mp3,ADJ
Martes, Tuesday, mar-tes,,,3,🟠,./tagalog_audio/martes.mp3,PROPN
Masakit, Painful, ma-sa-kit,,,3,🟠,./tagalog_audio/masakit.mp3,ADJ
Masama, Bad, ma-sa-ma,,,3,🟠,./tagalog_audio/masama.mp3,PROPN
Masarap, Delicious, ma-sa-rap, Masarap ang ulam ngayong gabi., The dish tonight is delicious.,3,🟠,./tagalog_audio/masarap.mp3,PROPN
Masaya, Happy, ma-sa-ya, Masaya ang aking kaarawan., My birthday is happy.,2,🟡,./tagalog_audio/masaya.mp3,ADJ
Masipag, Hardworking, ma-si-pag, Masipag siyang magtrabaho., He is hardworking at work.,2,🟡,./tagalog_audio/masipag.mp3,VERB
Mata,Eye,ma-ta,Maganda ang kulay ng mata niya.,The color of her eyes is beautiful.,1,🟢,./tagalog_audio/mata.mp3,NOUN
Miyerkules, Wednesday, mi-yer-ku-les,,,3,🟠,./tagalog_audio/miyerkules.mp3,PROPN
Mo, Your, mo, Ano ang gusto mo?, What do you want?,1,🟢,./tagalog_audio/mo.mp3,PRON
Mura, Cheap, mu-ra,,,1,🟢,./tagalog_audio/mura.mp3,ADJ
Naalala, Remembered, na-a-la-la, Naalala ko ang aming bakasyon., I remembered our vacation.,3,🟠,./tagalog_audio/naalala.mp3,VERB
Nababasa, Getting wet, na-ba-ba-sa, Nababasa ang kanyang damit dahil sa ulan., His clothes are getting wet because of the rain.,3,🟠,./tagalog_audio/nababasa.mp3,VERB
Nag-alaga, Took care, nag-a-la-ga, Nag-alaga siya ng kanyang nakababatang kapatid., He took care of his younger sibling.,3,🟠,./tagalog_audio/nag-alaga.mp3,VERB
Nag-aral, Studied, nag-a-ral, Nag-aral siya nang mabuti para sa pagsusulit., He studied well for the exam.,3,🟠,./tagalog_audio/nag-aral.mp3,VERB
Nagising, Woke up, na-gi-sing, Nagising siya nang maaga kanina., He woke up early this morning.,3,🟠,./tagalog_audio/nagising.mp3,VERB
Nagkamali, Made a mistake, nag-ka-ma-li, Nagkamali siya sa sagot sa pagsusulit., He made a mistake in his exam answer.,3,🟠,./tagalog_audio/nagkamali.mp3,VERB
Naglakad, Walked, nag-la-kad, Naglakad siya papunta sa palengke., He walked to the market.,3,🟠,./tagalog_audio/naglakad.mp3,VERB
Naglakbay, Traveled, nag-lak-bay, Naglakbay siya sa iba't ibang lugar., He traveled to different places.,3,🟠,./tagalog_audio/naglakbay.mp3,VERB
Naglaro, Played, nag-la-ro, Naglaro ang mga bata sa labas., The children played outside.,2,🟡,./tagalog_audio/naglaro.mp3,VERB
Naglinis, Cleaned, nag-li-nis, Naglinis siya ng kanyang kwarto., He cleaned his room.,3,🟠,./tagalog_audio/naglinis.mp3,VERB
Nagluto, Cooked, nag-lu-to, Nagluto siya ng masarap na ulam., He cooked a delicious dish.,3,🟠,./tagalog_audio/nagluto.mp3,VERB
Nagnakaw, Stole, nag-na-kaw, Huli siya nang mahuling nagnakaw., He was caught stealing.,3,🟠,./tagalog_audio/nagnakaw.mp3,PROPN
Nagpahinga, Rested, nag-pa-hi-nga, Nagpahinga siya pagkatapos ng trabaho., He rested after work.,3,🟠,./tagalog_audio/nagpahinga.mp3,VERB
Nagreklamo, Complained, nag-re-kla-mo, Nagreklamo siya tungkol sa serbisyong natanggap niya., He complained about the service he received.,3,🟠,./tagalog_audio/nagreklamo.mp3,VERB
Nagtanong, Asked, nag-ta-nong, Nagtanong siya sa guro tungkol sa aralin., He asked the teacher about the lesson.,3,🟠,./tagalog_audio/nagtanong.mp3,VERB
Nagtrabaho, Worked, nag-tra-ba-ho, Nagtrabaho siya sa opisina buong araw., He worked in the office all day.,2,🟡,./tagalog_audio/nagtrabaho.mp3,ADJ
Nagugutom,Hungry,na-gu-goo-tom,Nagugutom na ako.,I am already hungry.,3,🟠,./tagalog_audio/nagugutom.mp3,ADJ
Nahulog, Fell, na-hu-log, Nahulog ang kanyang cellphone sa sahig., His cellphone fell on the floor.,3,🟠,./tagalog_audio/nahulog.mp3,VERB
Nais, Desire, na-is, Nais niyang makapagtapos ng pag-aaral., He desires to finish his studies.,1,🟢,./tagalog_audio/nais.mp3,PROPN
Nakabukas, Open, na-ka-bu-kas, Nakabukas ang pinto buong magdamag., The door was open all night.,3,🟠,./tagalog_audio/nakabukas.mp3,VERB
Nakahanap, Found, na-ka-ha-nap, Nakahanap siya ng bagong trabaho., He found a new job.,3,🟠,./tagalog_audio/nakahanap.mp3,VERB
Nakalimutan, Forgot, na-ka-li-mu-tan, Nakalimutan niya ang kanyang bag sa bus., He forgot his bag on the bus.,3,🟠,./tagalog_audio/nakalimutan.mp3,PROPN
Nakapatay, Turned off, na-ka-pa-tay, Nakapatay na ang ilaw sa kwarto., The light in the room is already turned off.,3,🟠,./tagalog_audio/nakapatay.mp3,VERB
Nakasakay, Was able to ride, na-ka-sa-kay, Nakasakay siya ng bus papunta sa probinsya., He was able to ride a bus to the province.,3,🟠,./tagalog_audio/nakasakay.mp3,AUX
Nakatulog, Fell asleep, na-ka-tu-log, Nakatulog siya habang nagbabasa., He fell asleep while reading.,3,🟠,./tagalog_audio/nakatulog.mp3,VERB
Nakaupo, Seated, na-ka-u-po, Nakaupo siya sa tabi ng bintana., He is seated by the window.,3,🟠,./tagalog_audio/nakaupo.mp3,VERB
Nakinig, Listened, na-ki-nig, Nakinig siya sa musika habang nag-aaral., He listened to music while studying.,3,🟠,./tagalog_audio/nakinig.mp3,VERB
Nakita, Saw, na-ki-ta, Nakita ko ang paborito kong artista sa mall., I saw my favorite celebrity at the mall.,3,🟠,./tagalog_audio/nakita.mp3,VERB
Naligo, Took a bath, na-li-go, Naligo siya bago pumasok sa trabaho., He took a bath before going to work.,3,🟠,./tagalog_audio/naligo.mp3,VERB
Nanay, Mother, na-nay,,,3,🟠,./tagalog_audio/nanay.mp3,PROPN
